,parm_cd,group,parm_nm,epa_equivalence,result_statistical_basis,result_time_basis,result_weight_basis,result_particle_size_basis,result_sample_fraction,result_temperature_basis,CASRN,SRSName,parm_unit
2403,32350,Physical,"Absorbance at 350 nm, water, filtered, absorbance units per centimeter",Not checked,,,,,Dissolved,, , ,AU/cm
2404,32351,Physical,"Absorbance at 488 nm, water, filtered, absorbance units per centimeter",Not checked,,,,,Dissolved,, , ,AU/cm
2405,32352,Physical,"Absorbance at 510 nm, water, filtered, absorbance units per centimeter",Not checked,,,,,Dissolved,, , ,AU/cm
2406,32353,Physical,"Absorbance at 532 nm, water, filtered, absorbance units per centimeter",Not checked,,,,,Dissolved,, , ,AU/cm
2407,32354,Physical,"Absorbance at 555 nm, water, filtered, absorbance units per centimeter",Not checked,,,,,Dissolved,, , ,AU/cm
2408,32355,Physical,"Fluorescence, water, filtered, excitation at 420 nm, emission at 460 nm, Raman units (RU)",Not checked,,,,,Dissolved,, , ,RU
2409,32356,"Organics, Other","Tryptophan, peak T, water, in situ, micrograms per liter",Not checked,,,,,,,73-22-3, ,ug/l
2410,32357,Physical,"Dissolved organic matter fluorescence (fDOM), water, in situ, concentration estimated from ref. material, micrograms per liter as 1,3,6,8-pyrene tetrasulfonic acid (PTSA)",Not checked,,,,,Dissolved,, , ,ug/L PTSA
2411,32358,Physical,"Absorbance at 280 nanometers, water, in situ, absorbance units",Not checked,,,,,Total,, , ,AU
2412,32359,Physical,"Absorbance at 370 nanometers, water, in situ, absorbance units",Not checked,,,,,Total,, , ,AU
2413,32360,Physical,"Fluorescence, water, in situ, excitation 360-370, emission 440-520, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Total,, , ,ug/l QSE
2414,32361,Physical,"Fluorescence, water, in situ, excitation 355-375, emission 440-500, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Total,, , ,ug/l QSE
2415,32362,Physical,"Fluorescence, water, in situ, excitation 365-375, emission 400-520, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Total,, , ,ug/l QSE
2416,32363,Physical,"Fluorescence, water, in situ, excitation 364-376, emission 420-460, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Total,, , ,ug/l QSE
2417,32364,Physical,"Fluorescence, water, in situ, excitation 240-270, emission 422-478, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Total,, , ,ug/l QSE
2418,32365,Physical,"Fluorescence, water, in situ, excitation 360-390, emission 455-530, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Total,, , ,ug/l QSE
2419,32366,Physical,"Fluorescence, water, filtered, lab, excitation 360-370, emission 440-520, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Dissolved,, , ,ug/l QSE
2420,32367,Physical,"Fluorescence, water, filtered, lab, excitation 355-375, emission 440-500, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Dissolved,, , ,ug/l QSE
2421,32368,Physical,"Fluorescence, water, filtered, lab, excitation 365-375, emission 400-520, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Dissolved,, , ,ug/l QSE
2422,32369,Physical,"Fluorescence, water, filtered, lab, excitation 364-376, emission 420-460, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Dissolved,, , ,ug/l QSE
2423,32370,Physical,"Fluorescence, water, filtered, lab, excitation 240-270, emission 422-478, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Dissolved,, , ,ug/l QSE
2424,32371,Physical,"Fluorescence, water, filtered, lab, excitation 360-390, emission 455-530, micrograms per liter as quinine sulfate equivalents (QSE)",Not checked,,,,,Dissolved,, , ,ug/l QSE
2425,32730,"Organics, Other","Phenolic compounds, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,, ,Phenols and phenolic compounds,ug/l
2426,32731,"Organics, Other","Phenolic compounds, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,, ,Phenols and phenolic compounds,ug/kg
2427,32732,"Organics, Other","Phenolic compounds, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,, ,Phenols and phenolic compounds,ug/l
2428,32733,"Organics, Other","Phenolic compounds, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,, ,Phenols and phenolic compounds,ug/l
2429,32735,Biological,"Chlorophyll a, phytoplankton, water, acetone extraction and spectrophotometry, milligrams per liter",Not checked,,,,,Total,,479-61-8, ,mg/l
2430,32736,Biological,"Pheophytin a, phytoplankton, water, acetone extraction and spectrophotometry, micrograms per liter",Not checked,,,,,Total,,603-17-8, ,ug/l
2431,32737,Biological,"Chlorophyll a, phytoplankton, water, filtered (5 micron filter), chromatographic-fluorometric method, micrograms per liter",Not checked,,,,,Dissolved,, , ,ug/l
2432,32738,Biological,"Pheophytin a, phytoplankton, water, filtered (5 micron filter), micrograms per liter",Not checked,,,,,Dissolved,, , ,ug/l
2433,34010,"Organics, Other","Toluene, water, unfiltered, recoverable, micrograms per liter",Not checked,,,,,Recoverable,,108-88-3,Toluene,ug/l
2434,34030,"Organics, Other","Benzene, water, unfiltered, recoverable, micrograms per liter",Not checked,,,,,Recoverable,,71-43-2,Benzene,ug/l
2435,34200,"Organics, Other","Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,208-96-8,Acenaphthylene,ug/l
2436,34201,"Organics, Other","Acenaphthylene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,208-96-8,Acenaphthylene,ug/l
2437,34202,"Organics, Other","Acenaphthylene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,208-96-8,Acenaphthylene,ug/l
2438,34203,"Organics, Other","Acenaphthylene, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,208-96-8,Acenaphthylene,ug/kg
2439,34205,"Organics, Other","Acenaphthene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,83-32-9,Acenaphthene,ug/l
2440,34206,"Organics, Other","Acenaphthene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,83-32-9,Acenaphthene,ug/l
2441,34207,"Organics, Other","Acenaphthene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,83-32-9,Acenaphthene,ug/l
2442,34208,"Organics, Other","Acenaphthene, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,83-32-9,Acenaphthene,ug/kg
2443,34210,"Organics, Other","Acrolein, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,107-02-8,Acrolein,ug/l
2444,34211,"Organics, Other","Acrolein, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,107-02-8,Acrolein,ug/l
2445,34212,"Organics, Other","Acrolein, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,107-02-8,Acrolein,ug/l
2446,34213,"Organics, Other","Acrolein, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,107-02-8,Acrolein,ug/kg
2447,34215,"Organics, Pesticide","Acrylonitrile, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,107-13-1,Acrylonitrile,ug/l
2448,34216,"Organics, Pesticide","Acrylonitrile, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,107-13-1,Acrylonitrile,ug/l
2449,34217,"Organics, Pesticide","Acrylonitrile, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,107-13-1,Acrylonitrile,ug/l
2450,34218,"Organics, Pesticide","Acrylonitrile, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,107-13-1,Acrylonitrile,ug/kg
2451,34220,"Organics, Other","Anthracene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,120-12-7,Anthracene,ug/l
2452,34221,"Organics, Other","Anthracene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,120-12-7,Anthracene,ug/l
2453,34222,"Organics, Other","Anthracene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,120-12-7,Anthracene,ug/l
2454,34223,"Organics, Other","Anthracene, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,120-12-7,Anthracene,ug/kg
2455,34225,"Inorganics, Minor, Non-metals","Asbestos (fibrous), water, unfiltered, micrograms per liter",Agree,,,,,Total,,1332-21-4,Asbestos,ug/l
2456,34226,"Inorganics, Minor, Non-metals","Asbestos (fibrous), water, filtered, micrograms per liter",Agree,,,,,Dissolved,,1332-21-4,Asbestos,ug/l
2457,34227,"Inorganics, Minor, Non-metals","Asbestos (fibrous), suspended sediment, micrograms per liter",Agree,,,,,Suspended,,1332-21-4,Asbestos,ug/l
2458,34228,"Inorganics, Minor, Non-metals","Asbestos (fibrous), bed sediment, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,1332-21-4,Asbestos,ug/kg
2459,34230,"Organics, Other","Benzo[b]fluoranthene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,205-99-2,Benzo(b)fluoranthene,ug/l
2460,34231,"Organics, Other","Benzo[b]fluoranthene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,205-99-2,Benzo(b)fluoranthene,ug/l
2461,34232,"Organics, Other","Benzo[b]fluoranthene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,205-99-2,Benzo(b)fluoranthene,ug/l
2462,34233,"Organics, Other","Benzo[b]fluoranthene, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,205-99-2,Benzo(b)fluoranthene,ug/kg
2463,34235,"Organics, Other","Benzene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,71-43-2,Benzene,ug/l
2464,34236,"Organics, Other","Benzene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,71-43-2,Benzene,ug/l
2465,34237,"Organics, Other","Benzene, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,71-43-2,Benzene,ug/kg
2466,34239,"Organics, Other","Benzidine, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,92-87-5,Benzidine,ug/l
2467,34240,"Organics, Other","Benzidine, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,92-87-5,Benzidine,ug/l
2468,34242,"Organics, Other","Benzo[k]fluoranthene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,207-08-9,Benzo[k]fluoranthene,ug/l
2469,34243,"Organics, Other","Benzo[k]fluoranthene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,207-08-9,Benzo[k]fluoranthene,ug/l
2470,34244,"Organics, Other","Benzo[k]fluoranthene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,207-08-9,Benzo[k]fluoranthene,ug/l
2471,34245,"Organics, Other","Benzo[k]fluoranthene, bed sediment, recoverable, dry weight, micrograms per kilogram",Not checked,,,Dry,,Bed Sediment,,207-08-9,Benzo[k]fluoranthene,ug/kg
2472,34247,"Organics, Other","Benzo[a]pyrene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,50-32-8,Benzo[a]pyrene,ug/l
2473,34248,"Organics, Other","Benzo[a]pyrene, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,50-32-8,Benzo[a]pyrene,ug/l
2474,34249,"Organics, Other","Benzo[a]pyrene, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,50-32-8,Benzo[a]pyrene,ug/l
2475,34250,"Organics, Other","Benzo[a]pyrene, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,50-32-8,Benzo[a]pyrene,ug/kg
2476,34253,"Organics, Pesticide","alpha-HCH, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,319-84-6,.alpha.-Hexachlorocyclohexane,ug/l
2477,34254,"Organics, Pesticide","alpha-HCH, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,319-84-6,.alpha.-Hexachlorocyclohexane,ug/l
2478,34255,"Organics, Pesticide","beta-HCH, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,319-85-7,.beta.-Hexachlorocyclohexane,ug/l
2479,34256,"Organics, Pesticide","beta-HCH, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,319-85-7,.beta.-Hexachlorocyclohexane,ug/l
2480,34257,"Organics, Pesticide","beta-HCH, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,319-85-7,.beta.-Hexachlorocyclohexane,ug/kg
2481,34259,"Organics, Pesticide","delta-HCH, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,319-86-8,.delta.-Hexachlorocyclohexane,ug/l
2482,34260,"Organics, Pesticide","delta-HCH, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,319-86-8,.delta.-Hexachlorocyclohexane,ug/l
2483,34261,"Organics, Pesticide","delta-HCH, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,319-86-8,.delta.-Hexachlorocyclohexane,ug/l
2484,34262,"Organics, Pesticide","delta-HCH, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,319-86-8,.delta.-Hexachlorocyclohexane,ug/kg
2485,34267,"Organics, Other","Benzo[c]pyrene, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,, , ,ug/l
2486,34268,"Organics, Other","Bis(chloromethyl) ether, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,542-88-1,Bis(chloromethyl) ether,ug/l
2487,34269,"Organics, Other","Bis(chloromethyl) ether, water, filtered, micrograms per liter",Agree,,,,,Dissolved,,542-88-1,Bis(chloromethyl) ether,ug/l
2488,34270,"Organics, Other","Bis(chloromethyl) ether, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,542-88-1,Bis(chloromethyl) ether,ug/l
2489,34271,"Organics, Other","Bis(chloromethyl) ether, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,542-88-1,Bis(chloromethyl) ether,ug/kg
2490,34273,"Organics, Other","Bis(2-chloroethyl) ether, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,111-44-4,Bis(2-chloroethyl) ether,ug/l
2491,34274,"Organics, Other","Bis(2-chloroethyl) ether, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,111-44-4,Bis(2-chloroethyl) ether,ug/l
2492,34275,"Organics, Other","Bis(2-chloroethyl) ether, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,111-44-4,Bis(2-chloroethyl) ether,ug/l
2493,34276,"Organics, Other","Bis(2-chloroethyl) ether, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,111-44-4,Bis(2-chloroethyl) ether,ug/kg
2494,34278,"Organics, Other","Bis(2-chloroethoxy)methane, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,111-91-1,Bis(2-chloroethoxy)methane,ug/l
2495,34279,"Organics, Other","Bis(2-chloroethoxy)methane, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,111-91-1,Bis(2-chloroethoxy)methane,ug/l
2496,34280,"Organics, Other","Bis(2-chloroethoxy)methane, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,111-91-1,Bis(2-chloroethoxy)methane,ug/l
2497,34281,"Organics, Other","Bis(2-chloroethoxy)methane, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,111-91-1,Bis(2-chloroethoxy)methane,ug/kg
2498,34283,"Organics, Other","Bis(2-chloroisopropyl) ether, water, unfiltered, recoverable, micrograms per liter",Agree,,,,,Recoverable,,39638-32-9,Bis(2-chloroisopropyl) ether,ug/l
2499,34284,"Organics, Other","Bis(2-chloroisopropyl) ether, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,39638-32-9,Bis(2-chloroisopropyl) ether,ug/l
2500,34285,"Organics, Other","Bis(2-chloroisopropyl) ether, suspended sediment, recoverable, micrograms per liter",Agree,,,,,Suspended,,39638-32-9,Bis(2-chloroisopropyl) ether,ug/l
2501,34286,"Organics, Other","Bis(2-chloroisopropyl) ether, bed sediment, recoverable, dry weight, micrograms per kilogram",Agree,,,Dry,,Bed Sediment,,39638-32-9,Bis(2-chloroisopropyl) ether,ug/kg
2502,34288,"Organics, Other","Tribromomethane, water, filtered, recoverable, micrograms per liter",Agree,,,,,Dissolved,,75-25-2,Tribromomethane,ug/l
